rank,moviename,meta_movie_name,release_date,total_score,num_crit,positive,mixed,negative,iscore,source,source_link,author,author_link,date,summary
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,80,CineVue,http://www.metacritic.com//publication/cinevue?filter=movies,Daniel Green,http://www.metacritic.com//critic/daniel-green?filter=movies,"Dec 13, 2016","A minor miracle in and of itself, Edwards' Rogue One somehow delivers on almost all of its weighty pre-release promises whilst at the same time besting The Force Awakens for sheer spectacle and world-building."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,80,Time Out London,http://www.metacritic.com//publication/time-out-london?filter=movies,Dave Calhoun,http://www.metacritic.com//critic/dave-calhoun?filter=movies,"Dec 13, 2016","This is an imperfect film, bold but occasionally baffling, and one that in its final act grows into something much more exciting than you might initially expect."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,80,Arizona Republic,http://www.metacritic.com//publication/arizona-republic?filter=movies,Bill Goodykoontz,http://www.metacritic.com//critic/bill-goodykoontz?filter=movies,"Dec 13, 2016","Rogue One stands on its own, an entry that is at once part of the “Star Wars” franchise (obviously) but also separate – a tougher, grittier film."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,80,Empire,http://www.metacritic.com//publication/empire?filter=movies,James Dyer,,"Dec 13, 2016","The ultimate Star Wars fan film, it’s short on whimsy but when it gets going there’s enough risk-taking and spectacle to bode well for future standalones."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,80,The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,Todd McCarthy,http://www.metacritic.com//critic/todd-mccarthy?filter=movies,"Dec 13, 2016","What fans will get here is loads of action, great effects, good comic relief, stunning locations (Iceland, Jordan and the Maldives) and some intriguing early glimpses of the Galactic Empire as it begins to flex its inter-galactic power."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,80,The Telegraph,http://www.metacritic.com//publication/the-telegraph?filter=movies,Robbie Collin,http://www.metacritic.com//critic/robbie-collin?filter=movies,"Dec 13, 2016","But in its best moments, there’s a yarn-spinning intimacy to it too – an old war story told around a spectacular campfire."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,80,The Guardian,http://www.metacritic.com//publication/the-guardian?filter=movies,Peter Bradshaw,http://www.metacritic.com//critic/peter-bradshaw?filter=movies,"Dec 13, 2016",This is another really entertaining fantasy with fan-fiction energy and attack.
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,78,Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,Marc Savlov,http://www.metacritic.com//critic/marc-savlov?filter=movies,"Dec 14, 2016","It starts off slow and somewhat clunky, but by the time the mind-blowing third act arrives, it’s all a fan can do not to stand up and cheer."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,75,ReelViews,http://www.metacritic.com//publication/reelviews?filter=movies,James Berardinelli,http://www.metacritic.com//critic/james-berardinelli?filter=movies,"Dec 13, 2016",Rogue One is a better movie than The Force Awakens - something that elevates it considerably over its “secondary” designation.
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,75,New York Post,http://www.metacritic.com//publication/new-york-post?filter=movies,Sara Stewart,http://www.metacritic.com//critic/sara-stewart?filter=movies,"Dec 13, 2016","By the time its credits rolled, I was ready to forgive Rogue One any imperfections. Its last 10 minutes are spectacular and dark, with a final flourish that should give any “Star Wars” fan goose bumps — and a new hope that the next main installment will be this good."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,75,The A.V. Club,http://www.metacritic.com//publication/the-av-club?filter=movies,Ignatiy Vishnevetsky,http://www.metacritic.com//critic/ignatiy-vishnevetsky?filter=movies,"Dec 13, 2016","It has undeniable weaknesses: an underwritten protagonist, a generic villain, a shortage of interesting personalities. (No knock against the large cast, which is mostly very good, but underused.) But in many other respects, it is a better film than last year’s Star Wars: The Force Awakens: leaner, darker, with a distinct visual style and an actual ending that feels like a denial of blockbuster expectations simply because it shows basic narrative integrity."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,75,The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,Soren Andersen,http://www.metacritic.com//critic/soren-andersen?filter=movies,"Dec 13, 2016","The action sequences, both on the ground and in space, are rousingly staged. But the losses incurred in those sequences are sobering. The stakes in the “Star Wars” rebellion are high indeed."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,75,Tampa Bay Times,http://www.metacritic.com//publication/tampa-bay-times?filter=movies,Steve Persall,http://www.metacritic.com//critic/steve-persall?filter=movies,"Dec 13, 2016",Rogue One will engage such diehards but making new friends for the brand is unlikely.
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,75,Chicago Tribune,http://www.metacritic.com//publication/chicago-tribune?filter=movies,Michael Phillips,http://www.metacritic.com//critic/michael-phillips?filter=movies,"Dec 13, 2016","I do wish Felicity Jones’ character popped the way Daisy Ridley’s did in last year’s franchise offering. “The Force Awakens,” directed by J.J. Abrams, was smooth, consistent, even-toned, nostalgic. Rogue One zigzags, and it’s more willfully jarring. Yet it takes time for callbacks and shout-outs to characters we’ve seen before, and we’ll see again. And again. And again."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,75,Movie Nation,http://www.metacritic.com//publication/movie-nation?filter=movies,Roger Moore,http://www.metacritic.com//critic/roger-moore?filter=movies,"Dec 13, 2016","It’s almost wholly satisfying — witty, warm and entertaining — a film in which fatalism isn’t a joke, where pitiless death is doled out by Empire and Rebellion, where those deaths have weight and meaning, where suspense is genuine."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,70,New York Magazine (Vulture),http://www.metacritic.com//publication/new-york-magazine-vulture?filter=movies,David Edelstein,http://www.metacritic.com//critic/david-edelstein?filter=movies,"Dec 14, 2016","The movie didn’t rekindle the thrill of seeing, say, The Empire Strikes Back, but Rogue One will loom pretty large in the Star Wars galaxy — if only because there’s so little competition."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,70,Slate,http://www.metacritic.com//publication/slate?filter=movies,Forrest Wickman,,"Dec 13, 2016","By breaking some of the rules, Rogue One has made itself the first movie since The Empire Strikes Back to redefine the boundaries of what a Star Wars movie can be. The Force Awakens may have reanimated the once-dormant franchise, but it’s Rogue One that will give Star Wars fans a new hope."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,70,Los Angeles Times,http://www.metacritic.com//publication/los-angeles-times?filter=movies,Justin Chang,http://www.metacritic.com//critic/justin-chang?filter=movies,"Dec 13, 2016","A swiftly paced, rough-and-ready entertainment that, in anticipating the canonical events of “A New Hope,” manages the tricky feat of seeming at once casually diverting and hugely consequential."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,70,Variety,http://www.metacritic.com//publication/variety?filter=movies,Peter Debruge,http://www.metacritic.com//critic/peter-debruge?filter=movies,"Dec 13, 2016",Director Gareth Edwards has finally made the first “Star Wars” movie for grown-ups.
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,70,We Got This Covered,http://www.metacritic.com//publication/we-got-this-covered?filter=movies,Matt Donato,http://www.metacritic.com//critic/matt-donato?filter=movies,"Dec 13, 2016",Rogue One makes up for a shaky first act by punching into overdrive for an outstanding third act battle sequence that overwhelms in scale and intensity.
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,65,NPR,http://www.metacritic.com//publication/npr?filter=movies,Bob Mondello,http://www.metacritic.com//critic/bob-mondello?filter=movies,"Dec 16, 2016","With all the aerial dogfights, armored combat vehicles, grenades, flame-throwers and snipers, Rogue One feels like a film for those who think that most Star Wars movies are insufficiently like World War II flicks. Or maybe that they should more closely resemble computer games."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,63,Boston Globe,http://www.metacritic.com//publication/boston-globe?filter=movies,Ty Burr,http://www.metacritic.com//critic/ty-burr?filter=movies,"Dec 13, 2016","The cast does good work, despite a less-than-great screenplay."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,63,Washington Post,http://www.metacritic.com//publication/washington-post?filter=movies,Ann Hornaday,http://www.metacritic.com//critic/ann-hornaday?filter=movies,"Dec 13, 2016","By no stretch is this a disaster on a par with Lucas’s misbegotten prequel trilogy. Still, at least until its final section, Rogue One lacks the zip, zing and exhilarating sense of return to form that “The Force Awakens” conveyed so lightly."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,63,USA Today,http://www.metacritic.com//publication/usa-today?filter=movies,Brian Truitt,http://www.metacritic.com//critic/brian-truitt?filter=movies,"Dec 13, 2016","Rogue One is often undermined by its close ties to George Lucas’ original trilogy, and more emphasis is put on its central mission than its fresh-faced characters."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,63,Slant Magazine,http://www.metacritic.com//publication/slant-magazine?filter=movies,Sam C. Mac,http://www.metacritic.com//critic/sam-c-mac?filter=movies,"Dec 13, 2016",Rogue One is less the fetish object that The Force Awakens is because it at least has the ambitions to create its own character dynamics and plot routes rather than coast on existing ones.
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,60,ScreenCrush,http://www.metacritic.com//publication/screencrush?filter=movies,Matt Singer,http://www.metacritic.com//critic/matt-singer?filter=movies,"Dec 13, 2016","Edwards is very good at crafting images that straddle the uncomfortable line between beauty and horror, and at dwarfing people with giant monsters and machines with powers beyond mortal comprehension. It’s his comprehension of mortals that sometimes feels lacking."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,58,The Film Stage,http://www.metacritic.com//publication/the-film-stage?filter=movies,Daniel Schindel,http://www.metacritic.com//critic/daniel-schindel?filter=movies,"Dec 13, 2016","Action is Rogue One’s strongest suit, and what makes all the faffing about bearable."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,58,Consequence of Sound,http://www.metacritic.com//publication/consequence-of-sound?filter=movies,Michael Roffman,http://www.metacritic.com//critic/michael-roffman?filter=movies,"Dec 13, 2016","For a film that’s all about hope and rebellion, it’s kind of ironic how it’s such a conflicted mess in and of itself. The Force should have been stronger with this one."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,58,Indiewire,http://www.metacritic.com//publication/indiewire?filter=movies,David Ehrlich,http://www.metacritic.com//critic/david-ehrlich?filter=movies,"Dec 13, 2016","Not only is “Rogue One” the rare modern blockbuster that could have afforded to risk something real, it’s the rare modern blockbuster that gave itself a genuine responsibility to do so. And yet, for all of its excitement and occasional splendor, there’s nothing the least bit rebellious about it. It could have been special, instead it’s just… forced."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,50,Time,http://www.metacritic.com//publication/time?filter=movies,Stephanie Zacharek,http://www.metacritic.com//critic/stephanie-zacharek?filter=movies,"Dec 13, 2016","The story hits every expected beat, right when you expect it to. And it squanders some of its best resources."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,50,The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,A.O. Scott,http://www.metacritic.com//critic/ao-scott?filter=movies,"Dec 13, 2016","Plots and subplots are handled with clumsy expediency, and themes that might connect this movie with the larger Lucasfilm mythos aren’t allowed to develop. You’re left wanting both more and less."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,50,Philadelphia Inquirer,http://www.metacritic.com//publication/philadelphia-inquirer?filter=movies,Tirdad Derakhshani,http://www.metacritic.com//critic/tirdad-derakhshani?filter=movies,"Dec 13, 2016",Rogue One is a minor little story with a likable cast and familiar Star Wars themes. But it tries so hard to be an epic masterpiece – with self-important speeches and an insanely outsize orchestral score –  that it ends up a laughable parody of itself.
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,50,The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,Kate Taylor,http://www.metacritic.com//critic/kate-taylor?filter=movies,"Dec 13, 2016","Only Tudyk’s dry humour in the role of the tactless droid K-2S0 makes Edwards’s darkly reductivist approach occasionally seem smarter rather than lesser. In the end, this hardening of the franchise seems likely to alienate both the fans and the uninitiated."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,50,Village Voice,http://www.metacritic.com//publication/village-voice?filter=movies,Bilge Ebiri,http://www.metacritic.com//critic/bilge-ebiri?filter=movies,"Dec 13, 2016","Rogue One's creators clearly want to move us deeply — several major plot developments should pack an overwhelming emotional wallop — but they haven’t given this talented cast enough to work with. It’s fast, loud, even lovely — and not terribly engaging."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,50,Miami Herald,http://www.metacritic.com//publication/miami-herald?filter=movies,Rene Rodriguez,http://www.metacritic.com//critic/rene-rodriguez?filter=movies,"Dec 13, 2016","The good news about Rogue One: A Star Wars Story, the first in a planned series of stand-alone movies set in the “Star Wars” universe, is that the last half-hour of the film is a sustained stretch of rousing action, indelible images and cliffhanger thrills. It’s pop sci-fi bliss...The bad news about Rogue One is that getting to the good stuff is a slog — and the movie is pretty long."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,50,TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,Alonso Duralde,http://www.metacritic.com//critic/alonso-duralde?filter=movies,"Dec 13, 2016","Rogue One: A Star Wars Story is for the fans, all right, but in that expression’s worst way."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,42,MTV News,http://www.metacritic.com//publication/mtv-news?filter=movies,Amy Nicholson,http://www.metacritic.com//critic/amy-nicholson?filter=movies,"Dec 15, 2016","Edwards and the screenwriters have designed Rogue One around applause breaks for cameos and callbacks. We’ve all lost the point of the franchise. Audiences once packed theaters to gawk at the future; now, it’s to soak in the past."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,40,Wall Street Journal,http://www.metacritic.com//publication/wall-street-journal?filter=movies,Joe Morgenstern,http://www.metacritic.com//critic/joe-morgenstern?filter=movies,"Dec 13, 2016","The fault lies not with Ms. Jones, an appealing performer, but with Gareth Edwards, who directed doggedly from a delight-free script by Chris Weitz and Tony Gilroy."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,38,Charlotte Observer,http://www.metacritic.com//publication/charlotte-observer?filter=movies,Lawrence Toppman,http://www.metacritic.com//critic/lawrence-toppman?filter=movies,"Dec 13, 2016","“Star Wars” movies have been dazzling, infuriating, heartbreaking, silly, witty, convoluted, gripping and overblown. But until Rogue One: A Star Wars story, I don’t think “dull” was the most appropriate adjective."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,30,The New Yorker,http://www.metacritic.com//publication/the-new-yorker?filter=movies,Richard Brody,http://www.metacritic.com//critic/richard-brody?filter=movies,"Dec 13, 2016","The director of Rogue One, Gareth Edwards, has stepped into a mythopoetic stew so half-baked and overcooked, a morass of pre-instantly overanalyzed implications of such shuddering impact to the series’ fundamentalists, that he lumbers through, seemingly stunned or constrained or cautious to the vanishing point of passivity, and lets neither the characters nor the formidable cast of actors nor even the special effects, of which he has previously proved himself to be a master, come anywhere close to life."
1,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,"December 16, 2016",65,51,35,13,3,25,San Francisco Chronicle,http://www.metacritic.com//publication/san-francisco-chronicle?filter=movies,Mick LaSalle,http://www.metacritic.com//critic/mick-lasalle?filter=movies,"Dec 13, 2016","It’s a downer. It’s morally tangled. The characters are as depressed as the scenario, and Michael Giacchino’s music can’t make it better."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,100,The Telegraph,http://www.metacritic.com//publication/the-telegraph?filter=movies,Robbie Collin,http://www.metacritic.com//critic/robbie-collin?filter=movies,"Apr 20, 2016","At the root of that is Civil War’s greatest strength – and the reason it makes all thought of the recent Batman v Superman debacle evaporate on contact. The Russos’ film has an unshakeable faith in these decades-old characters: they’re not wrangled into standing for anything other than who they are, with no gloss or reinterpretation or reach for epic significance required. This is the cinematic superhero showdown you’ve dreamt of since childhood, precisely because that’s everything – and all – it wants to be."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,100,Hitfix,http://www.metacritic.com//publication/hitfix?filter=movies,Drew McWeeny,http://www.metacritic.com//critic/drew-mcweeny?filter=movies,"Apr 18, 2016","What makes Captain America: Civil War such a terrific accomplishment is the way it takes what could have been the most crass and overcrowded story to adapt as a film and instead transforms it into an examination of just who these heroes are and what impact they’ve had on the world around them, and vice versa."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,100,Total Film,http://www.metacritic.com//publication/total-film?filter=movies,Jordan Farley,,"Apr 13, 2016","If there’s a risk of the Marvel ‘formula’ becoming stale, there isn’t any evidence of that here. Civil War isn’t just a damn-near-perfect popcorn crowd-pleaser; it doesn’t offer any easy answers for its combatants, or the world going forward. Team Cap or Team Iron Man? The real winner here is Team Marvel."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,100,Empire,http://www.metacritic.com//publication/empire?filter=movies,Dan Jolin,http://www.metacritic.com//critic/dan-jolin?filter=movies,"Apr 13, 2016","Matching its blockbuster scale and spectacle with the smarts of a great, grown-up thriller, Captain America: Civil War is Marvel Studios’ finest film yet."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,91,Tampa Bay Times,http://www.metacritic.com//publication/tampa-bay-times?filter=movies,Steve Persall,http://www.metacritic.com//critic/steve-persall?filter=movies,"May  4, 2016","More than any previous Marvel adaptation, Civil War conveys the comics' light touch amid somber circumstances. In a bold stroke, those circumstances are of the heroes' own making."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,91,Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,Chris Nashawaty,http://www.metacritic.com//critic/chris-nashawaty?filter=movies,"Apr 27, 2016","Despite its stars-and-stripes title, Marvel’s latest billion-dollar-blockbuster-to-be, Captain America: Civil War, is essentially a third Avengers movie – it’s also the best one yet."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,91,The Playlist,http://www.metacritic.com//publication/the-playlist?filter=movies,Russ Fischer,http://www.metacritic.com//critic/russ-fischer?filter=movies,"Apr 13, 2016","Striking and consistently engaging, the Russos deftly craft compelling blockbuster entertainment out of a a moral and emotional conflict, and that’s more impressive than any overblown display of loud and vulgar power."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,90,Slate,http://www.metacritic.com//publication/slate?filter=movies,Jamelle Bouie,,"May  5, 2016","The conflict between Iron Man and Captain America drives a wedge through this community of heroes. And they fight, in one of the most joyous cinematic superhero battles ever filmed, the closest thing we’ve seen to an on-screen splash page."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,90,TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,Dave White,http://www.metacritic.com//critic/dave-white?filter=movies,"Apr 13, 2016",“Civil War” strikes that admirable balance: serious-minded action that never forgets to indulge in serious fun.
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,88,St. Louis Post-Dispatch,http://www.metacritic.com//publication/st-louis-post-dispatch?filter=movies,Calvin Wilson,http://www.metacritic.com//critic/calvin-wilson?filter=movies,"May  5, 2016","At the end of the day, it’s still a comic-book movie, but one that actually raises serious questions about security, accountability and revenge."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,88,Charlotte Observer,http://www.metacritic.com//publication/charlotte-observer?filter=movies,Lawrence Toppman,http://www.metacritic.com//critic/lawrence-toppman?filter=movies,"May  5, 2016",Captain America: Civil War appeals to me more strongly than any superhero movie of the last decade.
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,88,The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,Barry Hertz,http://www.metacritic.com//critic/barry-hertz?filter=movies,"May  4, 2016",In nearly every way Civil War represents the dizzying heights of the genre.
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,88,Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"May  4, 2016","Kudos to the Russo brothers, Joe and Anthony, for directing the hostilities for maximum impact and without neglecting character. Their thundering epic is also smart,  snappy, politically savvy and blessedly fast on its feet."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,88,Miami Herald,http://www.metacritic.com//publication/miami-herald?filter=movies,Rene Rodriguez,http://www.metacritic.com//critic/rene-rodriguez?filter=movies,"May  3, 2016","After the nihilistic deconstruction of Deadpool and the flattening self-importance of Batman v. Superman, Captain America: Civil War reminds you how funny and exciting these pictures can be when they’re done right — you know, like comic books. The summer movie season has barely begun, and already the remedy for superhero film fatigue has arrived."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,88,Chicago Sun-Times,http://www.metacritic.com//publication/chicago-sun-times?filter=movies,Richard Roeper,http://www.metacritic.com//critic/richard-roeper?filter=movies,"May  3, 2016",Captain America: Civil War is a classic example of what the big-ticket summer movie experience is all about.
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,88,USA Today,http://www.metacritic.com//publication/usa-today?filter=movies,Brian Truitt,http://www.metacritic.com//critic/brian-truitt?filter=movies,"Apr 13, 2016","While it’s not the greatest Marvel effort — that honor goes to the previous Captain America: The Winter Soldier — Civil War does pull outstanding performances from its two franchise faces, Chris Evans and Robert Downey Jr."
3,Captain America: Civil War,Captain America: Civil War,"May 6, 2016",75,52,41,11,0,84,The Verge,http://www.metacritic.com//publication/the-verge?filter=movies,Tasha Robinson,http://www.metacritic.com//critic/tasha-robinson?filter=movies,"May  3, 2016","In terms of narrative ambition, and giving meaningful screen time to an ever-growing stable of onscreen characters, Civil War rivals Joss Whedon's MCU standout The Avengers. And in terms of sheer thrill, it surpasses Avengers — at least for fans who come prestocked with an emotional investment in these characters."
